"TrueMean","Bias","BiasStrength","Hyperbole","ExtermityBias","FaB","BeliefMean","BeliefVar","BeliefMeanError","BeliefVarError","BeliefMeanMSE","BeliefVarMSE"
-1,-1,0.4,1.6,0.8,1,-0.667,1.989,0.333,0.989,0.111,0.977
-1,-1,0.4,1.6,1,0,-2.457,1.286,-1.457,0.286,2.122,0.082
-1,-1,0.4,1.6,1,1,-1.888,1.877,-0.888,0.877,0.789,0.769
-1,-1,0.4,1.8,0,0,-1.61,1.615,-0.61,0.615,0.373,0.378
-1,-1,0.4,1.8,0,1,-0.073,1.605,0.927,0.605,0.859,0.366
-1,-1,0.4,1.8,0.2,0,-1.63,1.648,-0.63,0.648,0.397,0.42
-1,-1,0.4,1.8,0.2,1,0.483,1.578,1.483,0.578,2.2,0.334
-1,-1,0.4,1.8,0.4,0,-2.061,1.579,-1.061,0.579,1.125,0.335
-1,-1,0.4,1.8,0.4,1,0.14,1.788,1.14,0.788,1.3,0.621
-1,-1,0.4,1.8,0.6,0,-2.868,1.607,-1.868,0.607,3.488,0.368
-1,-1,0.4,1.8,0.6,1,0.851,1.69,1.851,0.69,3.427,0.476
-1,-1,0.4,1.8,0.8,0,-2.428,1.598,-1.428,0.598,2.04,0.357
-1,-1,0.4,1.8,0.8,1,0.757,1.745,1.757,0.745,3.088,0.555
-1,-1,0.4,1.8,1,0,-2.719,1.504,-1.719,0.504,2.954,0.254
-1,-1,0.4,1.8,1,1,1.843,1.576,2.843,0.576,8.081,0.332
-1,-1,0.4,2,0,0,-0.31,1.783,0.69,0.783,0.477,0.613
-1,-1,0.4,2,0,1,-0.079,1.746,0.921,0.746,0.849,0.557
-1,-1,0.4,2,0.2,0,-1.761,1.752,-0.761,0.752,0.579,0.565
-1,-1,0.4,2,0.2,1,0.008,1.828,1.008,0.828,1.016,0.686
-1,-1,0.4,2,0.4,0,-2.4,1.775,-1.4,0.775,1.961,0.6
-1,-1,0.4,2,0.4,1,-0.94,2,0.06,1,0.004,1
-1,-1,0.4,2,0.6,0,-2.443,1.751,-1.443,0.751,2.082,0.564
-1,-1,0.4,2,0.6,1,1.179,1.707,2.179,0.707,4.75,0.5
-1,-1,0.4,2,0.8,0,-2.466,1.703,-1.466,0.703,2.148,0.494
-1,-1,0.4,2,0.8,1,1.455,1.73,2.455,0.73,6.028,0.534
-1,-1,0.4,2,1,0,-3.275,1.584,-2.275,0.584,5.176,0.342
-1,-1,0.4,2,1,1,-1.627,2.107,-0.627,1.107,0.394,1.225
-1,-1,0.8,1,0,0,-1.05,0.69,-0.05,-0.31,0.003,0.096
-1,-1,0.8,1,0,1,-0.113,0.724,0.887,-0.276,0.787,0.076
-1,-1,0.8,1,0.2,0,-1.093,0.652,-0.093,-0.348,0.009,0.121
-1,-1,0.8,1,0.2,1,-0.306,0.839,0.694,-0.161,0.482,0.026
-1,-1,0.8,1,0.4,0,-1.328,0.575,-0.328,-0.425,0.108,0.181
-1,-1,0.8,1,0.4,1,-0.321,0.938,0.679,-0.062,0.461,0.004
-1,-1,0.8,1,0.6,0,-1.513,0.549,-0.513,-0.451,0.263,0.203
-1,-1,0.8,1,0.6,1,-1.183,0.87,-0.183,-0.13,0.034,0.017
-1,-1,0.8,1,0.8,0,-1.568,0.487,-0.568,-0.513,0.323,0.263
-1,-1,0.8,1,0.8,1,-1.354,0.774,-0.354,-0.226,0.125,0.051
-1,-1,0.8,1,1,0,-1.676,0.47,-0.676,-0.53,0.457,0.281
-1,-1,0.8,1,1,1,-1.456,0.743,-0.456,-0.257,0.208,0.066
-1,-1,0.8,1.2,0,0,-1.062,0.803,-0.062,-0.197,0.004,0.039
-1,-1,0.8,1.2,0,1,-0.377,0.879,0.623,-0.121,0.388,0.015
-1,-1,0.8,1.2,0.2,0,-1.379,0.771,-0.379,-0.229,0.143,0.053
-1,-1,0.8,1.2,0.2,1,-0.554,1.008,0.446,0.008,0.199,0
-1,-1,0.8,1.2,0.4,0,-1.483,0.714,-0.483,-0.286,0.233,0.082
-1,-1,0.8,1.2,0.4,1,-1.259,0.947,-0.259,-0.053,0.067,0.003
-1,-1,0.8,1.2,0.6,0,-1.597,0.674,-0.597,-0.326,0.357,0.106
-1,-1,0.8,1.2,0.6,1,-1.366,0.884,-0.366,-0.116,0.134,0.013
-1,-1,0.8,1.2,0.8,0,-1.727,0.589,-0.727,-0.411,0.528,0.169
-1,-1,0.8,1.2,0.8,1,-1.688,0.788,-0.688,-0.212,0.473,0.045
-1,-1,0.8,1.2,1,0,-1.802,0.642,-0.802,-0.358,0.643,0.128
-1,-1,0.8,1.2,1,1,-1.629,0.754,-0.629,-0.246,0.396,0.06
-1,-1,0.8,1.4,0,0,-0.987,0.87,0.013,-0.13,0,0.017
-1,-1,0.8,1.4,0,1,0.024,0.875,1.024,-0.125,1.049,0.016
-1,-1,0.8,1.4,0.2,0,-1.752,0.822,-0.752,-0.178,0.565,0.032
-1,-1,0.8,1.4,0.2,1,-1.213,1.042,-0.213,0.042,0.045,0.002
-1,-1,0.8,1.4,0.4,0,-1.964,0.817,-0.964,-0.183,0.93,0.034
-1,-1,0.8,1.4,0.4,1,-1.392,0.967,-0.392,-0.033,0.153,0.001
-1,-1,0.8,1.4,0.6,0,-2.011,0.753,-1.011,-0.247,1.021,0.061
-1,-1,0.8,1.4,0.6,1,-1.537,0.903,-0.537,-0.097,0.288,0.009
-1,-1,0.8,1.4,0.8,0,-1.78,0.774,-0.78,-0.226,0.608,0.051
-1,-1,0.8,1.4,0.8,1,-1.786,0.828,-0.786,-0.172,0.618,0.029
-1,-1,0.8,1.4,1,0,-2.136,0.709,-1.136,-0.291,1.291,0.085
-1,-1,0.8,1.4,1,1,-1.779,0.824,-0.779,-0.176,0.607,0.031
-1,-1,0.8,1.6,0,0,-1.854,0.917,-0.854,-0.083,0.729,0.007
-1,-1,0.8,1.6,0,1,0.811,0.837,1.811,-0.163,3.279,0.027
-1,-1,0.8,1.6,0.2,0,-1.895,0.923,-0.895,-0.077,0.802,0.006
-1,-1,0.8,1.6,0.2,1,0.72,0.81,1.72,-0.19,2.96,0.036
-1,-1,0.8,1.6,0.4,0,-1.696,0.827,-0.696,-0.173,0.484,0.03
-1,-1,0.8,1.6,0.4,1,-1.526,0.908,-0.526,-0.092,0.277,0.008
-1,-1,0.8,1.6,0.6,0,-2.256,0.851,-1.256,-0.149,1.578,0.022
-1,-1,0.8,1.6,0.6,1,-1.898,0.899,-0.898,-0.101,0.806,0.01
-1,-1,0.8,1.6,0.8,0,-2.307,0.776,-1.307,-0.224,1.708,0.05
-1,-1,0.8,1.6,0.8,1,-1.688,0.851,-0.688,-0.149,0.474,0.022
-1,-1,0.8,1.6,1,0,-2.193,0.784,-1.193,-0.216,1.423,0.047
-1,-1,0.8,1.6,1,1,-2.198,0.785,-1.198,-0.215,1.435,0.046
-1,-1,0.8,1.8,0,0,-0.707,0.926,0.293,-0.074,0.086,0.005
-1,-1,0.8,1.8,0,1,-1.095,1.068,-0.095,0.068,0.009,0.005
-1,-1,0.8,1.8,0.2,0,-1.013,0.994,-0.013,-0.006,0,0
-1,-1,0.8,1.8,0.2,1,-1.829,0.945,-0.829,-0.055,0.687,0.003
-1,-1,0.8,1.8,0.4,0,-1.454,0.905,-0.454,-0.095,0.206,0.009
-1,-1,0.8,1.8,0.4,1,-2.076,0.926,-1.076,-0.074,1.159,0.006
-1,-1,0.8,1.8,0.6,0,-2.296,0.898,-1.296,-0.102,1.68,0.01
-1,-1,0.8,1.8,0.6,1,-1.916,0.91,-0.916,-0.09,0.839,0.008
-1,-1,0.8,1.8,0.8,0,-2.705,0.874,-1.705,-0.126,2.907,0.016
-1,-1,0.8,1.8,0.8,1,-2.16,0.793,-1.16,-0.207,1.346,0.043
-1,-1,0.8,1.8,1,0,-2.41,0.837,-1.41,-0.163,1.987,0.027
-1,-1,0.8,1.8,1,1,-2.249,0.85,-1.249,-0.15,1.559,0.022
-1,-1,0.8,2,0,0,-0.653,0.967,0.347,-0.033,0.12,0.001
-1,-1,0.8,2,0,1,-0.852,1.074,0.148,0.074,0.022,0.005
-1,-1,0.8,2,0.2,0,-1.204,0.938,-0.204,-0.062,0.042,0.004
-1,-1,0.8,2,0.2,1,-0.939,1.09,0.061,0.09,0.004,0.008
-1,-1,0.8,2,0.4,0,-0.711,1.019,0.289,0.019,0.083,0
-1,-1,0.8,2,0.4,1,-2.105,0.989,-1.105,-0.011,1.221,0
-1,-1,0.8,2,0.6,0,-2.018,0.912,-1.018,-0.088,1.036,0.008
-1,-1,0.8,2,0.6,1,0.831,0.876,1.831,-0.124,3.351,0.015
-1,-1,0.8,2,0.8,0,-2.312,0.886,-1.312,-0.114,1.72,0.013
-1,-1,0.8,2,0.8,1,-2.289,0.872,-1.289,-0.128,1.662,0.016
-1,-1,0.8,2,1,0,-3.075,0.894,-2.075,-0.106,4.306,0.011
-1,-1,0.8,2,1,1,-2.586,0.901,-1.586,-0.099,2.517,0.01
-1,-1,1.2,1,0,0,-0.9,0.547,0.1,-0.453,0.01,0.205
-1,-1,1.2,1,0,1,-0.441,0.636,0.559,-0.364,0.313,0.133
-1,-1,1.2,1,0.2,0,-0.967,0.508,0.033,-0.492,0.001,0.242
-1,-1,1.2,1,0.2,1,-0.306,0.726,0.694,-0.274,0.482,0.075
-1,-1,1.2,1,0.4,0,-1.269,0.473,-0.269,-0.527,0.072,0.278
-1,-1,1.2,1,0.4,1,-1.275,0.593,-0.275,-0.407,0.076,0.166
-1,-1,1.2,1,0.6,0,-1.482,0.464,-0.482,-0.536,0.232,0.287
-1,-1,1.2,1,0.6,1,-1.347,0.492,-0.347,-0.508,0.12,0.258
-1,-1,1.2,1,0.8,0,-1.573,0.444,-0.573,-0.556,0.328,0.309
-1,-1,1.2,1,0.8,1,-1.528,0.448,-0.528,-0.552,0.279,0.305
-1,-1,1.2,1,1,0,-1.565,0.4,-0.565,-0.6,0.319,0.36
-1,-1,1.2,1,1,1,-1.562,0.431,-0.562,-0.569,0.316,0.324
-1,-1,1.2,1.2,0,0,-0.87,0.596,0.13,-0.404,0.017,0.164
-1,-1,1.2,1.2,0,1,0.254,0.539,1.254,-0.461,1.573,0.213
-1,-1,1.2,1.2,0.2,0,-1.061,0.559,-0.061,-0.441,0.004,0.195
-1,-1,1.2,1.2,0.2,1,0.49,0.486,1.49,-0.514,2.221,0.264
-1,-1,1.2,1.2,0.4,0,-1.374,0.539,-0.374,-0.461,0.14,0.212
-1,-1,1.2,1.2,0.4,1,-1.087,0.621,-0.087,-0.379,0.008,0.144
-1,-1,1.2,1.2,0.6,0,-1.552,0.496,-0.552,-0.504,0.304,0.254
-1,-1,1.2,1.2,0.6,1,-1.536,0.524,-0.536,-0.476,0.287,0.227
-1,-1,1.2,1.2,0.8,0,-1.753,0.509,-0.753,-0.491,0.567,0.241
-1,-1,1.2,1.2,0.8,1,-1.686,0.517,-0.686,-0.483,0.471,0.234
-1,-1,1.2,1.2,1,0,-1.737,0.477,-0.737,-0.523,0.543,0.273
-1,-1,1.2,1.2,1,1,-1.733,0.474,-0.733,-0.526,0.538,0.276
-1,-1,1.2,1.4,0,0,-1.115,0.642,-0.115,-0.358,0.013,0.128
-1,-1,1.2,1.4,0,1,-0.752,0.736,0.248,-0.264,0.062,0.07
-1,-1,1.2,1.4,0.2,0,-1.486,0.614,-0.486,-0.386,0.236,0.149
-1,-1,1.2,1.4,0.2,1,-1.172,0.692,-0.172,-0.308,0.03,0.095
-1,-1,1.2,1.4,0.4,0,-1.394,0.58,-0.394,-0.42,0.155,0.176
-1,-1,1.2,1.4,0.4,1,-1.27,0.601,-0.27,-0.399,0.073,0.159
-1,-1,1.2,1.4,0.6,0,-1.504,0.567,-0.504,-0.433,0.254,0.188
-1,-1,1.2,1.4,0.6,1,-1.715,0.594,-0.715,-0.406,0.511,0.165
-1,-1,1.2,1.4,0.8,0,-1.662,0.523,-0.662,-0.477,0.438,0.227
-1,-1,1.2,1.4,0.8,1,-1.535,0.506,-0.535,-0.494,0.286,0.244
-1,-1,1.2,1.4,1,0,-2.044,0.551,-1.044,-0.449,1.09,0.201
-1,-1,1.2,1.4,1,1,1.425,0.405,2.425,-0.595,5.879,0.353
-1,-1,1.2,1.6,0,0,-0.37,0.693,0.63,-0.307,0.397,0.094
-1,-1,1.2,1.6,0,1,0.214,0.572,1.214,-0.428,1.475,0.183
-1,-1,1.2,1.6,0.2,0,-0.422,0.677,0.578,-0.323,0.334,0.105
-1,-1,1.2,1.6,0.2,1,-1.028,0.715,-0.028,-0.285,0.001,0.081
-1,-1,1.2,1.6,0.4,0,-1.08,0.589,-0.08,-0.411,0.006,0.169
-1,-1,1.2,1.6,0.4,1,-1.408,0.594,-0.408,-0.406,0.167,0.165
-1,-1,1.2,1.6,0.6,0,-1.435,0.554,-0.435,-0.446,0.189,0.199
-1,-1,1.2,1.6,0.6,1,-1.642,0.573,-0.642,-0.427,0.412,0.182
-1,-1,1.2,1.6,0.8,0,-1.7,0.555,-0.7,-0.445,0.489,0.198
-1,-1,1.2,1.6,0.8,1,-2.277,0.587,-1.277,-0.413,1.63,0.17
-1,-1,1.2,1.6,1,0,-1.903,0.569,-0.903,-0.431,0.816,0.185
-1,-1,1.2,1.6,1,1,-2.218,0.587,-1.218,-0.413,1.484,0.17
-1,-1,1.2,1.8,0,0,-0.724,0.639,0.276,-0.361,0.076,0.131
-1,-1,1.2,1.8,0,1,-0.072,0.603,0.928,-0.397,0.861,0.158
-1,-1,1.2,1.8,0.2,0,-0.257,0.701,0.743,-0.299,0.553,0.09
-1,-1,1.2,1.8,0.2,1,-1.85,0.663,-0.85,-0.337,0.723,0.114
-1,-1,1.2,1.8,0.4,0,-2.006,0.642,-1.006,-0.358,1.011,0.128
-1,-1,1.2,1.8,0.4,1,-1.653,0.613,-0.653,-0.387,0.427,0.149
-1,-1,1.2,1.8,0.6,0,-1.535,0.587,-0.535,-0.413,0.286,0.171
-1,-1,1.2,1.8,0.6,1,-1.556,0.588,-0.556,-0.412,0.309,0.169
-1,-1,1.2,1.8,0.8,0,-1.821,0.578,-0.821,-0.422,0.675,0.178
-1,-1,1.2,1.8,0.8,1,-2.165,0.6,-1.165,-0.4,1.357,0.16
-1,-1,1.2,1.8,1,0,-2.129,0.615,-1.129,-0.385,1.274,0.148
-1,-1,1.2,1.8,1,1,-1.978,0.607,-0.978,-0.393,0.956,0.155
-1,-1,1.2,2,0,0,-0.752,0.679,0.248,-0.321,0.061,0.103
-1,-1,1.2,2,0,1,0.102,0.625,1.102,-0.375,1.214,0.14
-1,-1,1.2,2,0.2,0,-1.601,0.648,-0.601,-0.352,0.361,0.124
-1,-1,1.2,2,0.2,1,-0.922,0.69,0.078,-0.31,0.006,0.096
-1,-1,1.2,2,0.4,0,-1.489,0.614,-0.489,-0.386,0.24,0.149
-1,-1,1.2,2,0.4,1,-1.358,0.641,-0.358,-0.359,0.128,0.129
-1,-1,1.2,2,0.6,0,-1.573,0.584,-0.573,-0.416,0.329,0.173
-1,-1,1.2,2,0.6,1,-1.859,0.618,-0.859,-0.382,0.738,0.146
-1,-1,1.2,2,0.8,0,-1.752,0.583,-0.752,-0.417,0.565,0.174
-1,-1,1.2,2,0.8,1,-2.053,0.61,-1.053,-0.39,1.108,0.152
-1,-1,1.2,2,1,0,-1.911,0.577,-0.911,-0.423,0.83,0.179
-1,-1,1.2,2,1,1,-1.886,0.589,-0.886,-0.411,0.785,0.169
-1,-1,1.6,1,0,0,-1.033,0.432,-0.033,-0.568,0.001,0.323
-1,-1,1.6,1,0,1,-0.749,0.543,0.251,-0.457,0.063,0.209
-1,-1,1.6,1,0.2,0,-1.129,0.411,-0.129,-0.589,0.017,0.347
-1,-1,1.6,1,0.2,1,-1.23,0.449,-0.23,-0.551,0.053,0.303
-1,-1,1.6,1,0.4,0,-1.119,0.395,-0.119,-0.605,0.014,0.366
-1,-1,1.6,1,0.4,1,-0.889,0.454,0.111,-0.546,0.012,0.298
-1,-1,1.6,1,0.6,0,-1.413,0.395,-0.413,-0.605,0.171,0.366
-1,-1,1.6,1,0.6,1,-1.365,0.377,-0.365,-0.623,0.133,0.388
-1,-1,1.6,1,0.8,0,-1.528,0.367,-0.528,-0.633,0.279,0.4
-1,-1,1.6,1,0.8,1,-1.36,0.348,-0.36,-0.652,0.129,0.425
-1,-1,1.6,1,1,0,-1.588,0.351,-0.588,-0.649,0.346,0.421
-1,-1,1.6,1,1,1,-1.539,0.358,-0.539,-0.642,0.291,0.412
-1,-1,1.6,1.2,0,0,-0.457,0.488,0.543,-0.512,0.295,0.262
-1,-1,1.6,1.2,0,1,-1.153,0.543,-0.153,-0.457,0.023,0.209
-1,-1,1.6,1.2,0.2,0,-0.684,0.446,0.316,-0.554,0.1,0.307
-1,-1,1.6,1.2,0.2,1,-1.201,0.46,-0.201,-0.54,0.04,0.292
-1,-1,1.6,1.2,0.4,0,-1.355,0.451,-0.355,-0.549,0.126,0.301
-1,-1,1.6,1.2,0.4,1,-1.397,0.443,-0.397,-0.557,0.158,0.31
-1,-1,1.6,1.2,0.6,0,-1.659,0.46,-0.659,-0.54,0.434,0.292
-1,-1,1.6,1.2,0.6,1,-1.489,0.41,-0.489,-0.59,0.239,0.348
-1,-1,1.6,1.2,0.8,0,-1.586,0.4,-0.586,-0.6,0.344,0.36
-1,-1,1.6,1.2,0.8,1,-1.506,0.379,-0.506,-0.621,0.256,0.385
-1,-1,1.6,1.2,1,0,-1.703,0.417,-0.703,-0.583,0.494,0.34
-1,-1,1.6,1.2,1,1,-1.53,0.37,-0.53,-0.63,0.281,0.397
